# http://finance.yahoo.com/quote/GOOG/history?ltr=1
# Open,High,Low,Volume,Close
576.932639,579.852634,572.852602,1621700,577.36259
571.7526,578.192625,571.172579,1282400,576.362594
576.062638,579.2526,574.662619,1443600,577.1026
587.552646,587.982658,574.182604,1925900,575.062581
581.462641,589.632691,580.522624,1728100,587.992634
586.852667,586.852667,581.002639,1471400,581.132634
593.82271,593.951665,583.462632,1689500,587.372648
591.502688,596.482715,589.502696,3736600,596.082692
587.002675,589.542661,585.002622,1444500,589.272695
580.012619,587.522656,578.777604,1692800,584.772622
572.762572,581.502606,572.662566,1480300,579.95264
572.94257,574.952599,568.212557,1597500,573.102616
581.002639,581.642639,574.462608,1601600,575.622589
580.362639,581.812661,576.262588,1221000,581.352659
581.502606,583.502659,576.942615,977300,583.102636
588.902662,589.002667,580.002643,1287200,581.012615
586.602653,591.772654,586.302635,1431000,589.722659
583.982613,586.55265,581.952632,1632300,586.082672
580.002643,586.00268,579.222611,1458100,581.982621
580.002643,582.992655,575.002602,1215100,577.942611
571.852606,577.832629,571.192593,1578400,577.332601
571.332564,572.04258,567.07155,1083700,571.602592
569.562573,573.252625,567.102579,1292900,569.202577
577.272622,578.492642,570.105566,1703300,571.002557
581.262629,581.802623,576.582619,1639600,577.862619
584.722619,585.002622,579.002647,1361400,580.202654
583.592628,585.238621,580.642643,789000,582.562642
583.822628,584.502655,581.14261,914800,583.372664
585.88266,586.702658,582.572618,1036700,584.492618
585.002622,587.342658,584.002627,978600,586.862643
576.11258,584.512631,576.002598,1284100,582.162619
577.862619,579.382595,570.522603,1519100,573.482626
576.182596,577.902645,570.882599,985400,574.652582
567.312567,575.002602,565.752564,1439200,574.782577
564.522567,565.902572,560.882518,1542000,562.732562
569.992585,570.492553,566.002578,1214700,567.882551
563.562536,570.252576,560.352561,1494700,568.772565
568.00257,569.89258,561.102543,1110900,563.362525
561.782569,570.702601,560.002541,1334300,566.376589
570.052564,571.982601,562.612543,1551200,565.072537
569.042592,575.352622,564.102531,1427300,573.152619
570.402584,575.962633,562.85252,1955200,566.072533
580.602616,583.652668,570.002561,2102700,571.602592
586.55265,589.502696,584.002627,1016400,587.42265
588.752653,589.702646,583.517654,1349800,585.612633
588.072688,592.502683,584.755668,986800,590.602697
590.402686,591.862684,587.032665,932400,589.022681
596.452725,599.502716,591.772654,1035100,593.352671
593.232713,597.852683,592.502683,1233100,595.982686
590.722655,599.652725,590.602697,1699100,594.742713
591.752702,594.40267,585.235622,2062100,589.472645
593.002712,596.802684,582.002635,4014100,595.082696
579.532604,580.992601,568.61258,3016500,573.732579
588.002671,588.402633,582.202646,1397100,582.662648
585.742628,585.807626,576.562606,1623000,584.782659
582.602608,585.212671,578.032641,1854000,584.872627
571.912585,580.85263,571.422594,1621700,579.182645
565.912548,576.592595,565.012558,1356700,571.102563
571.582578,576.72259,569.378597,1116700,576.08259
577.662607,579.530645,566.137592,1909500,571.092587
583.76265,586.432631,579.592644,1064600,582.252649
583.352651,585.01266,580.922646,714100,584.732656
583.352651,585.442672,580.392628,1056300,582.33766
578.32262,584.402649,576.652635,1447900,582.672624
578.662603,579.572631,574.752588,1313700,575.282606
577.182592,579.872648,573.802595,2236900,577.242632
581.002639,582.45266,571.852606,1741900,576.002598
565.262572,579.962616,565.222546,1969300,578.652627
565.192556,572.648612,561.012513,2207100,564.622572
555.152509,565.002582,554.252519,1536800,564.952579
556.852545,557.582513,550.394465,4508300,556.362492
554.242482,555.0025,548.512473,2456800,554.902495
544.862448,553.562516,544.002484,1741700,553.372481
544.202435,545.32245,539.33245,1444500,543.012465
549.262515,549.622511,541.522477,1702500,544.282488
552.262503,552.30253,545.562488,1220500,551.762475
557.302509,557.992512,548.46247,1458400,551.352476
558.002549,559.882522,555.022514,1100100,558.842499
560.512546,563.602563,557.902544,1351700,560.552511
557.152501,562.902523,556.042523,1467500,562.122552
558.062528,558.062528,548.932509,1736700,556.332503
546.402499,554.952498,544.452449,1689100,553.902499
541.502464,548.612478,538.752429,1816400,544.662436
550.99248,552.342495,542.552463,1866600,544.94244
560.70252,560.902531,545.732448,1435000,553.932488
560.802526,561.352557,555.912528,1771100,559.892559
563.352549,564.002525,558.712504,1354100,560.082534
564.57257,567.842585,561.002537,1652000,561.682564
556.002496,566.002578,554.352525,2104100,565.952575
547.262462,553.642508,543.702467,1932100,552.702492
541.132431,547.602506,540.782472,1615800,545.062459
532.902401,539.185441,531.912381,1196200,538.942465
529.742368,536.232457,526.302392,1784700,529.772418
519.702382,529.782394,517.58537,1277700,528.862391
521.39238,521.802379,515.442347,1485200,520.632362
525.702357,525.872379,517.422325,1704300,519.982324
533.002407,533.002407,525.292358,1191700,526.652412
530.892433,536.072411,529.512367,1653400,533.092437
523.512391,530.192393,519.012379,1912500,529.922427
510.752299,519.902332,504.202292,2439400,518.732375
508.462297,517.232351,506.452298,2021300,511.002313
515.792305,516.68232,503.302272,3224300,509.962321
525.232379,526.812396,515.062337,1689000,515.14233
524.822381,528.902418,521.322364,1024100,527.812392
533.762426,534.002403,525.612389,1688500,527.932411
527.112413,532.932391,523.882364,1905500,531.352435
527.602405,528.002366,522.522372,1751100,526.662388
516.902344,529.462425,516.322324,2699000,527.70241
517.182348,518.602319,502.802274,3335500,517.152359
522.512395,524.702361,515.422333,2100300,516.182352
530.072374,531.652391,522.122349,1883100,525.162363
533.792415,533.872408,526.252389,2052300,526.942391
528.642366,537.232453,527.512375,2365300,534.812425
536.1024,536.702435,525.602352,2566700,528.622414
548.81249,549.502492,531.152424,6809500,536.1024
543.002488,557.002492,540.00244,4893200,556.54249
536.822454,538.452412,518.462348,3855000,536.442444
538.252462,544.10249,529.56237,2575000,532.522392
532.552381,540.00244,526.532392,3924800,530.602392
565.002582,565.002582,539.902434,4036800,540.952433
559.622532,565.372554,552.952506,3330800,564.142557
542.602466,555.0025,541.612446,3151200,554.902495
540.742445,548.482483,527.152379,4401600,538.152456
574.652582,577.772589,543.002488,6369300,543.14246
569.852553,587.282679,564.132581,5099100,569.742571
599.992707,604.832763,562.192568,147100,567.002574
558.712504,568.452595,558.712504,7900,567.162558
566.892592,567.002574,556.932537,10800,556.972503
561.202549,566.43259,558.672539,41200,559.992565
568.00257,568.00257,552.922516,13100,558.462551
